,ds,y,trajet_trajet_personnel,luminosite_Nuit sans éclairage public ou non allumé,luminosite_Crépuscule ou aube,type_collision_Deux véhicules – par l’arrière,type_collision_Deux véhicules - frontale,nom_dep_Bas_Rhin,nom_dep_Val_d_Oise,nom_dep_Ain,nom_dep_Yonne,region_Provence_Aples_Côte_d_Azur,vitesse_maximale_autorisee_80,heure
1356,2022-09-18,,206.5,50.5,34.5,60.0,51.5,3.5,3.0,3.5,1.5,36.5,62.0,15.5
1357,2022-09-19,,170.0,36.5,27.5,49.0,39.5,7.0,3.5,4.0,2.0,27.0,53.0,15.0
1358,2022-09-20,,158.5,30.0,29.0,70.5,48.0,4.5,8.5,2.5,2.0,43.5,46.5,14.0
1359,2022-09-21,,175.5,46.5,20.5,54.5,65.0,7.0,3.0,3.0,1.5,25.0,70.0,14.5
1360,2022-09-22,,176.0,35.5,33.5,46.5,58.5,3.5,14.5,3.0,2.0,26.0,39.5,15.0
1361,2022-09-23,,150.0,27.0,34.5,53.5,40.5,6.0,9.0,1.0,6.0,31.5,41.5,14.0
1362,2022-09-24,,137.5,32.0,25.5,51.0,36.0,7.0,2.0,7.0,1.5,32.0,36.5,14.0
1363,2022-09-25,,205.5,58.5,35.0,68.0,45.0,9.0,2.5,2.5,0.5,54.0,74.5,14.0
1364,2022-09-26,,157.5,40.5,17.0,48.0,50.0,0.0,7.5,1.5,2.0,41.0,59.0,14.0
1365,2022-09-27,,140.0,34.0,23.0,42.0,28.0,7.5,2.0,3.0,1.0,33.5,43.5,13.75
1366,2022-09-28,,176.5,42.5,22.5,65.0,45.5,3.5,6.5,5.0,1.5,42.5,56.0,14.5
1367,2022-09-29,,173.5,33.0,24.0,31.5,50.0,5.0,5.5,1.5,0.0,50.5,49.5,14.0
1368,2022-09-30,,137.5,19.5,44.5,82.5,35.5,6.0,6.5,2.0,0.5,60.5,48.5,14.5
1369,2022-10-01,,102.0,31.0,28.0,26.0,38.5,1.0,5.5,0.0,0.0,35.5,30.0,14.5
1370,2022-10-02,,126.5,44.0,21.0,40.0,28.0,3.5,6.0,3.5,6.5,25.5,36.5,13.0
1371,2022-10-03,,140.5,42.0,27.0,48.0,18.0,6.5,9.0,3.0,0.5,27.5,34.5,12.5
1372,2022-10-04,,106.0,26.5,10.5,38.5,21.0,3.0,5.5,1.5,3.5,20.0,33.0,14.0
1373,2022-10-05,,115.0,14.0,11.0,39.5,31.5,2.5,4.5,6.0,0.0,25.5,37.0,14.0
1374,2022-10-06,,173.0,24.0,16.0,49.5,36.0,6.0,12.5,2.5,1.0,46.5,46.5,15.5
1375,2022-10-07,,215.5,36.5,22.5,68.0,54.5,7.5,1.0,2.5,0.5,50.5,72.0,14.5
1376,2022-10-08,,178.5,24.5,19.5,50.0,29.5,5.0,3.0,2.0,2.5,27.5,64.0,14.5
1377,2022-10-09,,131.5,27.5,21.5,60.0,37.0,2.0,4.0,0.0,2.0,47.5,47.5,14.5
1378,2022-10-10,,185.5,50.5,22.0,60.0,54.0,4.5,4.5,0.0,2.0,31.0,57.5,13.75
1379,2022-10-11,,154.0,81.5,26.0,45.0,40.5,4.5,10.5,2.5,2.5,22.5,53.0,14.5
1380,2022-10-12,,137.5,66.0,44.5,60.0,32.5,6.5,10.0,4.0,0.0,20.0,53.5,14.0
1381,2022-10-13,,166.5,55.0,27.5,72.0,41.5,4.0,4.5,4.0,5.0,35.5,77.5,14.0
1382,2022-10-14,,133.5,29.0,29.0,45.0,35.0,4.5,6.5,5.0,2.5,38.0,56.5,14.5
1383,2022-10-15,,146.0,48.0,42.0,57.0,42.0,11.5,2.5,5.5,1.5,28.0,54.5,16.0
1384,2022-10-16,,202.5,51.5,32.5,80.5,57.5,10.5,12.0,2.0,1.0,33.5,59.5,14.5
1385,2022-10-17,,183.0,54.5,34.0,64.5,45.5,2.0,4.0,2.5,0.0,25.0,63.5,15.0
1386,2022-10-18,,136.0,42.0,36.5,57.5,51.0,3.5,5.0,1.0,0.0,42.5,42.0,14.0
1387,2022-10-19,,181.0,45.5,34.0,54.0,44.0,0.0,15.0,1.0,1.0,28.5,50.0,15.0
1388,2022-10-20,,191.5,71.0,23.0,61.0,36.5,4.0,8.5,2.5,2.0,36.5,56.5,13.5
1389,2022-10-21,,115.0,45.5,31.5,46.0,30.5,5.5,4.0,1.0,0.0,18.5,44.0,14.5
1390,2022-10-22,,150.5,56.0,39.5,62.0,52.0,9.0,8.0,2.5,0.5,38.5,52.0,14.0
1391,2022-10-23,,144.5,53.5,24.5,50.0,51.5,3.5,4.0,3.5,3.0,29.0,48.5,14.0
1392,2022-10-24,,187.0,48.0,29.5,60.0,46.5,2.0,6.5,3.0,2.5,24.5,48.5,15.0
1393,2022-10-25,,147.5,37.5,36.0,58.0,41.0,1.5,5.0,1.5,1.0,34.0,64.5,14.5
1394,2022-10-26,,176.5,50.5,23.5,50.0,48.5,9.0,3.0,3.0,1.0,26.5,62.0,15.0
1395,2022-10-27,,173.5,61.0,17.5,63.0,37.0,4.5,8.5,2.5,0.0,36.0,51.5,14.0
1396,2022-10-28,,144.0,38.0,43.0,54.0,39.0,6.5,9.0,3.5,2.0,26.0,64.0,15.0
1397,2022-10-29,,125.5,56.0,21.0,67.0,37.5,4.0,4.0,4.5,0.0,33.5,60.5,15.5
1398,2022-10-30,,155.0,54.5,12.0,50.5,36.5,1.0,12.0,2.5,1.0,27.5,37.0,14.5
1399,2022-10-31,,175.0,77.0,34.0,65.0,37.0,2.0,10.0,1.0,1.0,25.0,58.5,15.0
1400,2022-11-01,,128.5,63.0,25.5,41.0,33.0,4.5,10.0,0.0,1.0,26.0,46.5,14.5
1401,2022-11-02,,77.0,21.5,25.5,52.0,22.0,0.5,4.5,1.5,0.0,28.0,33.5,14.25
1402,2022-11-03,,87.0,17.0,14.5,52.0,19.0,0.0,6.5,1.0,0.0,24.0,27.0,14.5
1403,2022-11-04,,123.5,28.0,16.0,34.0,35.5,3.0,4.5,1.0,0.0,23.0,39.5,14.25
1404,2022-11-05,,147.5,17.0,17.0,43.0,45.5,6.5,6.0,1.5,0.5,35.5,47.0,14.5
1405,2022-11-06,,181.5,30.0,14.0,61.0,58.0,5.0,6.5,0.5,1.5,47.0,68.5,16.5
1406,2022-11-07,,195.0,31.5,21.0,51.5,46.5,2.0,10.5,3.5,1.5,32.5,62.0,13.5
1407,2022-11-08,,162.0,23.0,13.5,35.5,32.5,4.5,3.5,0.0,0.0,46.0,50.0,14.75
1408,2022-11-09,,184.5,35.0,30.0,63.5,52.5,3.0,2.5,7.5,5.0,46.5,67.5,15.0
1409,2022-11-10,,157.0,31.5,35.5,63.5,46.0,14.0,8.5,7.0,1.0,40.5,45.0,13.5
1410,2022-11-11,,117.5,51.5,21.0,34.0,40.5,4.0,8.0,2.5,0.0,18.5,40.0,15.75
1411,2022-11-12,,155.5,96.5,18.0,55.5,35.5,1.0,8.5,5.0,0.0,39.0,51.0,15.5
1412,2022-11-13,,145.5,55.0,26.5,56.5,47.5,7.0,6.5,8.5,0.0,42.0,49.5,14.5
1413,2022-11-14,,135.5,70.5,24.0,52.5,29.5,2.5,10.5,0.0,0.5,18.0,35.5,15.5
1414,2022-11-15,,150.0,77.5,53.0,57.0,51.0,2.5,6.0,3.5,0.0,38.0,47.5,14.0
1415,2022-11-16,,132.5,70.0,20.0,52.0,29.0,5.0,0.0,2.0,2.0,29.0,46.0,14.0
1416,2022-11-17,,112.0,48.0,28.0,49.0,39.5,0.5,4.5,3.5,1.0,31.5,38.0,13.5
1417,2022-11-18,,114.0,53.0,38.5,52.0,34.0,5.5,7.5,3.0,2.5,34.0,29.5,15.0
1418,2022-11-19,,144.5,66.0,48.0,59.5,51.5,3.0,2.5,2.0,1.5,31.0,39.5,15.0
1419,2022-11-20,,126.0,45.0,25.5,41.0,24.5,4.0,0.5,3.5,0.5,25.0,34.0,14.0
1420,2022-11-21,,139.5,56.5,33.5,45.0,36.0,1.0,5.0,3.5,0.0,22.5,41.5,15.0
1421,2022-11-22,,147.5,64.0,39.5,48.5,48.0,10.5,6.5,5.5,1.5,26.5,61.5,16.0
1422,2022-11-23,,142.5,61.0,17.5,49.5,40.5,2.5,10.5,2.0,1.5,28.0,53.5,14.0
1423,2022-11-24,,152.0,73.5,34.5,38.0,40.5,1.0,5.5,1.0,5.0,28.0,46.0,14.5
1424,2022-11-25,,128.5,55.0,42.5,50.0,45.0,5.0,5.0,4.0,1.5,38.5,41.5,14.5
1425,2022-11-26,,122.5,68.0,29.5,63.0,44.5,2.0,5.0,1.0,3.0,36.5,43.5,14.5
1426,2022-11-27,,161.0,65.0,22.5,53.5,32.5,3.5,5.5,1.0,1.0,30.5,47.0,14.0
1427,2022-11-28,,127.0,70.5,20.0,26.5,35.0,1.0,10.5,1.0,0.0,27.5,44.0,15.0
1428,2022-11-29,,131.0,74.5,36.5,56.5,30.5,7.5,7.0,5.5,2.5,48.5,43.0,14.0
1429,2022-11-30,,138.5,53.5,24.0,34.5,45.5,1.0,6.5,2.0,3.5,38.5,32.0,13.5
1430,2022-12-01,,151.5,64.0,27.5,43.0,31.0,3.5,10.5,4.0,1.0,34.0,44.0,15.5
1431,2022-12-02,,102.0,26.5,22.5,48.5,30.0,6.0,3.5,2.5,3.0,26.0,39.0,14.75
1432,2022-12-03,,93.5,28.0,24.5,33.5,25.0,3.0,2.0,1.5,0.0,35.0,26.5,15.5
1433,2022-12-04,,117.0,19.5,19.0,48.5,25.0,1.0,7.0,2.0,2.5,23.5,42.5,14.0
1434,2022-12-05,,183.0,31.5,13.0,53.5,26.5,3.0,6.0,2.5,0.0,42.5,54.5,15.0
1435,2022-12-06,,214.0,25.0,27.5,69.0,41.5,5.5,6.0,1.0,1.0,54.0,66.5,15.5
1436,2022-12-07,,191.5,25.0,15.5,63.5,42.5,9.0,7.5,3.0,1.0,48.0,76.5,15.0
1437,2022-12-08,,141.0,20.5,9.0,54.0,40.5,15.0,0.5,1.0,0.0,38.5,43.0,14.5
1438,2022-12-09,,202.5,34.5,25.0,66.5,48.0,8.0,4.5,0.5,2.0,59.0,61.5,14.5
1439,2022-12-10,,166.5,47.0,27.5,69.0,41.5,3.0,9.0,4.5,1.0,48.5,50.0,13.5
1440,2022-12-11,,139.0,53.5,27.0,41.5,41.0,4.0,2.0,5.5,0.0,26.5,63.5,15.0
1441,2022-12-12,,137.5,81.0,25.5,34.5,45.0,4.5,2.5,3.0,0.0,35.0,39.5,14.0
1442,2022-12-13,,150.5,73.0,49.0,52.5,31.0,6.5,7.5,3.5,3.0,25.5,55.0,13.5
1443,2022-12-14,,153.5,65.5,35.5,48.5,19.5,3.0,9.0,4.5,2.0,36.5,30.0,15.5
1444,2022-12-15,,163.5,86.0,26.0,38.5,36.0,5.5,2.0,4.5,3.0,34.0,51.0,15.0
1445,2022-12-16,,122.0,48.0,44.0,42.0,21.0,9.5,3.5,0.0,0.0,28.5,35.0,13.5
1446,2022-12-17,,143.0,76.5,35.0,38.0,51.0,2.0,4.5,7.0,1.0,36.0,66.5,15.0
1447,2022-12-18,,159.0,65.0,28.0,67.5,31.5,8.5,5.0,0.0,1.0,28.5,34.5,14.75
1448,2022-12-19,,148.0,77.0,18.0,57.0,54.0,1.0,8.0,3.5,1.0,31.5,44.0,14.5
1449,2022-12-20,,157.5,80.5,45.5,40.5,54.0,5.5,8.5,0.0,1.5,44.5,58.0,14.0
1450,2022-12-21,,152.0,62.0,19.5,60.5,42.5,3.5,5.0,1.5,0.0,32.0,48.0,13.0
1451,2022-12-22,,130.0,58.0,21.0,37.5,47.5,4.0,2.5,2.5,1.0,35.0,47.5,15.0
1452,2022-12-23,,165.5,60.5,30.5,51.0,41.0,5.0,10.0,4.5,0.5,26.0,60.0,15.0
1453,2022-12-24,,148.0,54.0,19.0,24.5,41.5,3.0,5.0,6.5,0.0,32.5,47.5,14.5
1454,2022-12-25,,134.5,50.0,11.5,31.5,27.5,1.5,3.0,0.5,1.0,25.0,37.0,14.5
1455,2022-12-26,,131.0,55.0,9.5,39.0,29.5,2.5,10.5,1.5,0.0,20.5,44.0,15.5
1456,2022-12-27,,120.0,52.0,10.5,33.5,16.0,0.0,10.5,0.5,0.0,18.5,35.0,15.0
1457,2022-12-28,,149.5,52.5,20.5,48.0,25.5,2.0,7.5,6.5,1.5,35.5,28.5,14.5
1458,2022-12-29,,129.0,46.0,24.0,25.0,29.5,0.0,3.0,1.5,0.0,19.5,34.5,14.5
1459,2022-12-30,,120.5,39.5,24.5,39.0,24.5,0.0,3.0,4.0,0.0,29.0,55.5,15.0
1460,2022-12-31,,135.0,42.0,21.5,44.0,26.5,2.0,7.0,0.0,1.0,18.5,38.0,15.0
